"","X","HES3","LIN28A","L1TD1","S100A6","DPT","VASH2","MTRNR2L11","EPCAM","IL1R1","FAP","COL3A1","FN1","COL6A3","TWIST2","LRRN1","GALNT15","TRIM71","CLEC3B","TDGF1","MTRNR2L12","DPPA4","PTX3","RP11.641D5.1","SOX2","APOD","ADH1B","ZFP42","MTRNR2L2","SEMA6A","LOX","TGFBI","MATR3","SCGB3A2","SMIM3","GABRP","TUBB2B","POU5F1","LAMA4","RPL21P75","SERPINE1","CAV1","PTPRZ1","MTRNR2L6","CEBPD","SNAI2","CALB1","ESRP1","MAL2","HHLA1","WISP1","PTGS1","DKK1","SRGN","MTRNR2L8","SAA1","FABP5P7","CD248","MMP1","MMP3","NNMT","NANOG","EMP1","HOXC10","NTS","DCN","USP44","TMEM119","RGCC","ZIC2","ITGBL1","ABHD12B","OTX2","SNURF","THBS1","RBPMS2","CRABP1","UBE2Q2P6","ANPEP","CLDN6","ZSCAN10","NPIPA7","MT2A","MT1L","MT1E","CDH3","CDH1","CD68","MTRNR2L1","CFD","FUT3","SPINT2","RPL41P1","DNMT3B","CXADR","U2AF1","MIF","GGT5","LGALS1","POLR2F","SLC7A3"
"127","HPSI0614i-uevq_4",63.48,982.27,571.74,17.66,0,154.3,0.06,427.02,0.62,0.09,0.44,40.67,1.57,1.49,173.47,0.1,165.42,0.09,696.32,4.55,803.17,1.88,224.88,256.49,0.06,0.15,141.85,0.71,127.64,1.96,7.33,898.9,4719.72,0,2306.01,425.56,1054.22,2.65,1258.84,1.46,7.95,177.62,0.23,1.75,0.34,1585.18,159.56,142.63,1433.86,0.01,0.88,0.13,0.05,1.32,0.15,185.92,2.16,0,0.3,0.2,75.12,0.44,0,150.86,1.66,194.19,1.22,0.59,192.29,0.11,782.26,87.1,789.76,9.81,161.31,197.48,1424.92,2.23,555.07,180.23,145.9,4.8,0.16,4.23,112.27,163.53,1.5,0,0.73,525.49,182.38,4797.17,575.32,128.9,298.94,837.01,0.24,39.47,104.94,170.16
"128","HPSI1113i-bima_2",75.19,744.19,271.14,33,0,150.55,41.79,323.44,0.15,0,0.31,70.09,0.81,2.71,168.22,0.01,137.2,0.08,1073.9,2994.36,663.61,1.14,560.88,208.05,0,0.07,121.11,405.74,175.8,1.14,7.48,580.16,4889.33,0,2537.87,419.63,1287.28,2.34,915.55,6,14.34,88.65,55.83,2.05,0.53,1804.53,111.25,102.9,1453.03,0.01,0.96,0.44,0,950.74,0,249.14,1.99,0,0,0.23,70.89,0.59,0,23.6,1.28,126.5,0.05,0.13,63.7,0.09,1254.86,50.25,1045.48,13.87,119.21,167.09,696.82,1.98,523.08,137.65,110.92,5.75,0.2,3.07,102.86,121.22,1.44,254.1,1.15,492.7,268.53,3320.43,851.74,68.5,223.28,754.82,0,34.65,126.9,182.81
"129","HPSI0714i-tosj_4",50.88,573.44,366.49,27.29,0,40.29,152.62,328.71,0.38,0.29,5.54,301.05,1.51,1.49,57.4,0.15,46.66,0.12,501.84,9279.1,317.34,1.71,723.83,244.61,0.32,0.1,76.49,525.23,100.24,1.55,17.94,478.13,1344.73,0,676.52,412.8,1395.9,2.57,403.9,1.21,7.32,99.89,151.59,1.44,2.85,446.73,102.59,57.39,645.98,0.04,0.26,14.96,0.03,2536.7,0,250.75,2.06,0.04,0.34,0.41,50.37,0.34,0.12,78.62,3.73,71.59,1.06,0.73,144.23,0.07,331.85,99.94,857.35,3.01,139.85,258.49,1678.26,2.08,640.26,108.34,173.36,6.75,0,4.11,62.12,49.73,1.51,1086.06,1.08,118.71,168.79,4243.66,348.25,48.95,357.56,1198.28,0.27,37.31,154.93,46.42
"130","HPSI0514i-vuna_3",31.71,768.28,256.4,34.05,0,102.84,105.1,392.89,0.52,0.19,2.7,81.81,3.11,2.95,87,0.1,137.4,0.43,787.8,7696.64,747.25,2.04,396.82,158.39,0.46,0.06,112.91,365.23,206.35,3.36,20.98,691.13,4131.91,0,2093.68,428.7,971.85,2.31,1240.59,11.41,20.6,105.09,188.36,3.31,1.96,1362.13,137.67,142.09,1353.42,0.02,0.63,0.3,0,1965.99,0,167.8,2.16,0.09,0.26,0.31,118.53,2.35,0,42.14,2.52,146.16,0.88,0.78,121.6,0.2,860.46,28.51,812.69,38.56,132.98,172.19,745.71,2.06,418.71,100.61,98.64,4.97,0,2.66,95.58,118.28,1.74,707.86,0.45,321.56,206.76,3799.86,307.44,109.67,226.75,507.24,0.13,89.48,115.49,175.4
"131","HPSI0414i-oaqd_2",84.25,853,371.96,35.17,0.02,168.81,59.59,378.15,0.56,0.83,17.2,345.91,15.8,0.82,119.88,0.18,142.14,0.21,604.56,6848.19,647.2,2.28,330,218.67,0.47,0.07,92.27,268.13,196.48,6.86,56.14,820.26,3327.24,0,1431.45,386.09,1102.1,4.04,1689.11,10.41,11.98,119.66,153.85,1.89,2.7,876.55,126.28,114.12,933.43,0.2,0.77,1.98,0,1729.9,0.29,117.92,2.59,2.35,1.58,3.75,92.08,9.54,0,100.86,4.37,139.14,1.13,0.21,169.09,1.51,630.34,84.72,811.11,21.08,124.56,196.47,1.33,1.65,438.65,129.21,107.22,5.52,0.32,4.06,105.9,178.93,1.65,546.49,0.87,387.66,162.33,4609.37,430.28,108.85,266.58,494.7,0.25,82.56,82.75,81.04
"132","HPSI0115i-iuad_3",50.17,727.96,279.94,40.09,0,109.19,100.48,291.42,1.07,0.18,14.58,249.98,3.66,1.6,131.98,0.56,123.89,0.21,457.31,7408.98,551.93,3.19,326.81,228.33,0.28,0.1,131.99,321.39,166.95,7.86,20.63,766.38,1300.72,0,633.78,308.16,713.94,2.26,1123.07,13,8.21,108.89,190.36,1.92,5.94,393.99,107.15,114.54,381.67,0.09,0.93,2.08,0.09,1866.94,0,112.95,4.23,0.08,0.88,1.99,44.81,2.19,0.09,153.38,1.87,122.67,0.9,0.33,189.04,0.29,269.87,97.57,778,26.79,132.97,189.58,0.15,2.42,436.62,108.72,135.52,2.1,0,0.1,87.49,126.8,1.37,688.9,0.55,89.8,158.45,3214.77,319.06,101.12,229.45,527.71,0.42,72.1,96.46,95.12
"133","HPSI0514i-suul_2",70.22,681.36,319.71,17.27,0,53.61,165.47,461.6,0.42,0,0.1,43.66,1,1.27,191.74,0.11,116.33,0.16,825.76,11101.8,528.73,0.57,441.58,224.89,0.11,0.09,104.39,645.32,220.53,0.75,9.22,524.93,3737.14,0,1777.35,196.61,830.59,1.91,726.04,1.21,5.03,107.38,286.94,1.71,0.1,937.04,104.01,87.47,1096.39,0,0.92,0.38,0,2983.08,0.07,116.78,1.31,0.02,0.24,0.21,95.48,0.34,0,24.63,1.66,143.72,0.97,0.1,214.63,0.13,645.88,92.19,767.26,21.15,109.05,162.57,1275.93,4.8,717.3,106.05,112.94,5.29,0.12,6.35,140.2,199.06,1.63,1059.87,1.17,278,234.42,3156.18,374.12,89.38,190.65,548.94,0.1,38.67,70.59,167.18
"134","HPSI0514i-uenn_3",109.67,1062.93,274.79,21.67,0,88.59,77.85,281.15,0.76,0,0.03,38.5,2.59,1.05,191.65,0.19,154.37,0.03,311.34,6026.39,540.76,2.07,274.38,410.41,0.34,0.1,128.81,315.17,195.25,0.98,13.79,782.36,1316.24,0,640.29,341.99,598.87,2.61,1295.25,1.12,2.35,122.12,76.26,1.21,0.35,479.99,123.5,101.92,417.38,0,2.79,1.26,0,1644.89,0.07,67.84,2.25,0,0.54,0.32,22.96,0.45,0,85.91,1.6,149.85,1.12,0.25,248.11,0.08,233.52,196.12,818.55,11.07,89.45,156.61,773.36,4.77,495.87,106.92,197.66,0.68,0,0.1,104.49,173.04,1.14,536.16,0.88,147.44,188.65,4472.18,378.78,136.25,241.49,442.32,0.28,66.79,82.28,117.73
"135","HPSI0214i-poih_2",89.78,905.18,426.5,23.52,0,132.51,61.26,464.36,0.36,0,0.52,63.84,1.59,1.99,180.22,0.15,142.22,0.44,737.26,5876.38,615.72,1.17,316.22,280.99,0.13,0.13,121.57,275.47,170.28,1.41,8.52,759.29,5024.02,0.15,2248.3,373.72,1022.63,1.95,1333.94,3.94,10.98,165.44,121.59,1.64,0.54,1472.56,147.26,122.19,1353.77,0,1.04,0.19,0,1649.75,0.09,98.79,3.03,0.02,0.3,0.23,65.26,0.69,0,64.68,1.44,156.05,0.59,0.3,147.88,0.1,904.65,72.13,949.39,8.29,128.79,162.97,1417.91,1.77,560.32,139.12,126.28,9.16,0.28,11.52,142.98,180.19,1.72,487.23,0.51,458.23,188.41,4667.98,557.96,97.3,273.32,401.54,0.22,51.08,86.52,131.1
"136","HPSI0115i-boqx_2",86.01,754.81,48.35,40.61,0.01,31.28,91.68,154.63,0.26,0.12,2.47,67.4,1.03,1.18,72.58,0.08,33.67,0.14,340.99,4658.42,601.75,1.79,340.83,194.42,0.12,0.1,167.76,257.45,86.69,2.07,13.8,399.04,485.34,0.07,237.44,230.1,686.22,1.09,1841.41,0.84,3.64,61.6,134.94,1.02,1.8,397.29,59.39,91.96,132.81,0.03,1.25,20.76,0.03,1513.77,0.15,212.96,1.69,0.05,0.02,0.43,40.84,0.29,0.41,23.47,5.32,107.46,0.6,0.57,95.49,0.08,157.8,255.28,1129.91,6.81,66.09,367.08,1474.8,2.81,420.28,51.43,79.06,2.66,0,1.96,41.84,70.66,1.18,575.62,2.09,85.05,157.68,6275.88,202.33,93.62,130.39,1490.47,0.19,101.73,150.56,76.43
"137","HPSI0115i-rehy_3",38.6,850.28,518.57,20.57,0,91.56,53.94,385.96,0.61,0.04,5.65,70.27,1.88,0.76,169.71,0.27,143.22,0,871.26,4542.14,651.26,2.36,414.22,234.96,0.28,0.04,164.1,216,147.05,2.84,10.21,952.11,3203.81,0,1421.26,328.89,947.59,1.52,1060.34,5.49,8.67,126.73,177.97,1.35,0.95,908.76,130.68,155.87,813.08,0.17,0.6,1.25,0.19,1071.13,0.2,230.09,2.84,0.02,0,0.68,55.43,0.58,0,28.94,1.4,133.82,1.03,0.29,151.9,0.12,537.84,99.31,947.71,14.77,167.6,208.33,607.89,1.32,515.89,118.54,113.08,1.88,0.28,0.64,84.14,139.37,1.28,367.48,0.33,250.16,152.48,3160.02,559.45,126.37,262.27,500.49,0.19,28.86,99.67,168.77
"138","HPSI0514i-fiaj_3",62.98,834.4,435.54,33.35,0,106.94,102.56,385.05,0.49,0.53,3.17,117.23,2.53,1.29,173.71,0.16,127.08,0,610.17,9179.06,604.9,1.06,345.51,235.31,0.19,0.16,109.48,405.4,127.99,4.33,8.61,789.5,2729.69,0,1396.19,414.64,858.27,2.3,1211.09,7.49,21.11,180.55,179.6,1.22,1.3,930.79,135.69,110.21,913.76,0.04,0.49,0.5,0.08,2237.34,0.37,144.4,2.13,0.06,0.04,0.79,55.81,0.79,0.07,57.29,2.27,154.84,0.49,0.04,123.38,0.14,614.03,52.39,681.7,22.97,147.01,171.24,703.66,1.42,551.54,115.61,128.56,9.95,0,6.89,92.64,160.52,1.62,756.37,0.41,273.35,190.5,3785.39,380.21,105.16,249.13,405.34,0.08,77.94,99.46,127.39
"139","HPSI0913i-oapg_5",97.56,573.26,293.99,16.59,0,120.61,78.7,440.39,0.27,0.11,1.8,32.53,1.72,1.93,133.94,0.26,110.56,0.26,605.5,4655.2,618.05,2.54,409.02,234.09,0.38,0.07,85.44,250.12,175.62,0.79,9.73,465.69,1397.72,0.09,894.25,315.48,912.49,1.58,924.58,7.3,1.78,132.38,117.79,3.3,0.58,842.66,98.47,84.31,441.87,0.08,1,0.38,0,1317.79,0.22,55.83,1.75,0.04,0.06,0.25,47.54,0.84,0,33.2,1.22,117.44,0.65,0.04,259.28,0.11,505.5,115.61,920.06,13.67,115.27,244.99,682.94,1.79,594.75,167.78,162.13,3.43,0.13,1.78,96.67,179.06,1.48,493.38,1.1,115.29,292.33,3062.88,339.76,65.55,208.55,711.94,0.41,83.85,86.55,119.82
"140","HPSI0414i-mita_2",156.2,754.16,235.82,18.29,0,171.71,52,265.38,0.43,0.04,2.86,154.85,1.04,2.98,154.1,0.19,119.63,0.06,749.2,3374.4,641.81,0.82,333.39,246.61,0.2,0.08,103.59,195.66,213.89,3.77,8.96,509.46,5670.7,0,2698.66,570.22,1628.8,2.5,645.65,3.66,14.39,96.41,67.41,1.81,1.26,1936.82,117.95,84.68,1668.46,0,0.92,0.58,0,706.48,0.12,120.56,1.8,0,0.3,0.53,155,0.85,0,49,0.81,65.14,0.5,0.45,197.49,0.24,1333.74,42.73,745.72,7.55,122.48,484.59,1366.31,2.17,769.28,155.71,111.54,25.87,1.99,20.76,131.87,212.93,1.56,288.67,0.54,567.82,267.37,2967.95,485.96,89.77,212.51,855.11,0.15,59.4,105.38,132.49
"141","HPSI0114i-rozh_4",79.63,666.34,297.18,35.74,0.03,135.15,63.54,355.46,1.12,0.09,11.27,93.42,1.82,1.49,144.74,0.02,116.9,0.84,557.32,4399.02,602.67,2.6,356.89,210.9,0.14,0.1,138.28,93.94,134.76,3.4,15.24,595.75,1171.14,0,707.7,371.4,1124.46,2.28,1100.8,9.46,9.38,107,94.44,1.99,2.03,633.06,104.33,97.25,436.26,0.07,0.92,1.55,0.15,1199.84,0.23,127.37,3.03,0,0.66,2.2,70.82,1.49,0,149.19,1.91,125.37,0.58,1.23,176.65,0.17,329.28,82.22,931.14,14.59,122.69,189.77,1359.06,1.82,554.82,185.44,134.47,5.24,0,2.63,116.67,122.91,1.78,423.13,1,141.04,245.28,3007.67,422.04,71.01,261.4,731.91,0.21,81.59,115.03,171.14
"142","HPSI0914i-kajh_3",73.54,1011.1,300.07,23.07,0.02,72.28,78.27,330.43,0.94,0.62,13.85,181.93,2.53,1.61,129.41,0.33,182.02,0.26,372.41,6923.08,603.85,1.62,372.95,228.15,0.3,0.2,125.23,332.25,218.03,5.9,23,666.37,3640.58,0,1561.61,386.32,851.46,2.38,1534.71,5.7,5.3,126.62,145.4,1.56,4.08,961.87,127.8,97.46,912.97,0.08,1.59,1.86,0,2002.06,0.07,63.51,1.63,0.12,0.76,0.56,66.91,1.03,0.01,102.28,3.04,129.68,1,0.07,217.3,0.12,632.87,120.22,859.41,33.94,115.42,203.05,852.19,3.04,433.32,106.3,129.5,9,0.65,6.21,100.9,162.73,1.8,592.08,0.81,265.17,187.38,5200.11,321.36,118.39,237.42,441.2,0.29,55.9,78.57,90.31
"143","HPSI0115i-kozf_1",62.24,637.11,431.37,20.06,0,127.72,159.01,665.89,0.54,0.68,16.67,217.6,3.34,0.96,201.85,0.1,63.98,0.03,747,12628.9,525.11,4.94,294.25,170.47,0.27,0.1,146.54,606.97,187.57,8.08,34.83,707.34,1522.73,0,703.99,298.19,873.38,2.77,821.27,8.96,15.69,168.58,155,0.99,2.63,438.99,104.94,97.08,408.76,0.4,0.62,3.62,0.09,3023.14,0.07,207.06,2.95,0.38,0,2.24,153.14,2.6,0,76.71,4.13,171.27,1.79,0.7,138.06,0.66,270.1,54.73,774.73,20.29,129.22,242.79,1.61,1.57,1046.77,112.14,64.4,8.75,0.65,4.06,124.1,176.48,1.75,1155.99,0.5,190.39,228.13,3312.77,482.7,139.6,229.51,600.79,0.07,55.14,107.97,198.92
"144","HPSI0115i-gifk_1",66.02,903.25,310.8,32.5,0.08,149.35,51.81,389.84,0.45,0.57,13.76,165.55,6.2,1.25,183.04,0.14,135.02,0.1,618.96,5379.65,583.46,4.22,369.16,259.55,0.17,0.24,140.66,235.92,159.47,4.46,26.11,806.91,2226.52,0.37,1041.7,363.06,791.41,3.67,1300.68,9.18,14.48,106.64,108.58,1.53,2.25,674.36,142.21,121.96,669.24,0.01,0.85,0.83,0.09,1313.64,0.08,130.77,2.07,0.2,0.64,2.89,49.55,3.35,0.35,23.51,5.14,150.01,0.63,0.72,106.03,0.75,391.18,106.01,791.49,23.09,142.23,149.02,1504.13,1.18,540.82,94.96,151.97,11.97,0.79,12.81,92.8,138.38,1.29,438.32,0.46,206.47,172.42,3534.28,392.76,102.33,255.73,459.63,0.14,70.76,109.77,143.92
"145","HPSI1213i-hehd_2",32.32,759.29,411.93,20.64,0.02,130.74,34.92,383.22,0.5,0,1.59,41.88,1.56,2.28,133.83,0.15,147.18,0.18,531.78,2485.45,681.07,3.17,484.2,209.19,0.4,0.05,128.15,125.26,122.28,2.14,12.63,775.9,2235.17,0,1371.72,450.55,1043.4,2.33,1311.7,2.52,6.04,173.75,31.14,2.13,1,1051.29,108.47,141.5,808.12,0,0.52,0.93,0.27,574.56,0.1,160.72,2.84,0,0,0.34,57.02,0.4,0,57.64,1.14,140.71,0.62,0.49,144.47,0.03,629.99,52,731.15,11.14,129.85,163.52,715.17,2.14,443.04,140.44,142.75,1.58,0,0.6,90.44,122.01,0.92,221,0.42,338.28,177.24,4303.05,405.22,94.78,263.29,561.88,0.07,37.92,117.22,115.67
"146","HPSI0115i-kozf_2",102.03,570.1,485.64,9.68,0,176.87,146.64,532.05,0.66,0.19,13.19,357.29,3.21,1.34,148.47,0.05,85.42,0.13,768.54,10910.3,596.25,1.72,348.32,186.45,0.04,0.13,118.61,493.53,352.9,3.03,15.62,680.13,4672.21,0.08,1954.78,434.75,1032.51,3.96,790.06,2.03,27.42,154.85,132.79,1.07,2.15,907.1,101.01,73.88,1214.89,0.08,0.33,5.89,0,2616.07,0.07,174.08,1.93,0.14,0.02,0.35,267.05,1.46,0.03,146.59,2.64,95.85,1.1,0.36,189.22,0.03,753.35,31.56,647.54,7.43,134.25,286.68,0.46,2.09,934.01,124.04,71.11,17.48,0.8,14.15,125.74,209.45,1.42,1031.81,0.38,372.69,244.18,2385.23,499.64,136.42,223.29,547.74,0.15,38.43,91.3,88.13
"147","HPSI1114i-zuuy_4",42.5,697,139.55,65.41,0,89.91,63.93,241.21,0.33,0.94,19.74,103.22,5.76,0,106.38,0.11,57.52,0.35,626.67,4563.98,665.8,2.31,272.76,155.36,0.39,0.11,164.39,239.61,77.89,6.51,20.68,541.25,2023.15,0,966.06,271.32,859,2.18,1757.53,7.96,8.32,70.87,105.14,1.79,2.78,820.87,90.64,122,535.86,0.24,0.68,4.14,0.08,1209.86,0.19,297.11,1.49,1.33,0.02,5.96,72.75,3.62,0.06,39.67,47.85,146.95,0.61,0.76,101.18,2.8,380.49,98.01,1098.88,30.88,120.77,192.67,2249.58,1.37,442.75,75.09,66.68,5.77,0.1,2.97,57.23,68.27,1.2,425.55,0.46,178.94,145.27,4714,256.03,86.13,168.26,901.11,0.1,101.77,134.6,123.81
"148","HPSI0115i-hecn_6",101.99,905.07,287.24,31.93,0.04,125.29,92.18,302.23,0.73,0.48,7.53,105.49,1.56,2.06,183.77,0.11,186.51,0.16,499.72,7656.64,597.44,4.5,340.82,281.68,0.21,0.1,130.45,386.34,193.1,3.9,21.25,692.03,3930.3,0,1474.17,371.68,776.23,2.75,1542.85,7.61,11.85,135.25,169.03,2.27,2.44,1028,122.62,128.16,893.47,0.03,1.21,0.82,0.19,2125.57,0.25,64.9,1.87,0.07,1.26,1.12,32.29,1.51,0,113.05,3.87,142.04,0.92,0.18,205.02,0.11,714.86,114.35,879.74,30.72,106.6,204.26,1474.64,2.83,494.44,108.18,102.97,3.59,0.17,3.14,101.51,189.56,1.26,667.7,0.49,224.26,202.78,4635.21,370.92,116.75,226.83,455.16,0.37,98.14,73.61,118.95
"149","HPSI0914i-rejf_2",82.62,883.43,340.42,20.72,0.02,168.95,110.28,385.27,0.39,0.37,4.96,136.49,5.58,1.33,118.18,0.26,169.96,0.41,741.61,7006.77,809.71,2.02,489.26,227.25,0.22,0.1,110.4,335.75,232.1,3.42,23.16,651.32,8049.85,0,3340.8,442.32,1146.67,1.56,1164.02,4.07,9.3,139.85,175.34,1.57,1.9,1807.46,157.09,95.34,2029.02,0.01,1.04,0.66,0.07,1798.62,0,99.74,1.69,0.19,0.54,0.26,132.19,2.78,0.07,29.95,1.31,149.23,0.97,0.4,191.52,0.15,1419.76,60.67,798.48,11.98,122.89,230.25,760.43,1.71,537.71,121.16,121.02,17.49,1.16,9.18,115.73,195.5,1.35,699.53,0.71,540.84,195.54,4198.23,381.45,113.65,185.62,752.78,0.17,80.91,87.95,107.83
"150","HPSI0614i-lirf_6",60.56,935.98,458.75,26.15,0.02,171.38,81.92,408.96,0.95,0.67,18.73,235.47,5.07,1.68,181.92,0.37,149.93,0.1,812.9,6155.73,700.8,2.35,441.66,233.21,0.12,0.12,157.64,324.13,164.3,7.16,25.68,877.05,3638.06,0.08,1775.69,364.56,910.05,2.58,992.25,6.23,13.63,179.74,134.13,1.6,1.93,1113.6,135.32,129.29,989.26,0.21,0.77,4.14,0.06,1482.31,0.07,212.08,3.39,0.19,0,2.49,72.02,3.25,0,178.82,4.67,174.8,1.17,0.25,133.04,0.18,602.49,82.37,861.46,19.79,145.79,183.2,660.65,1.35,512.02,133.97,129.21,4.41,0,1.14,98.8,151.52,1.3,562.75,0.47,329.45,157.76,4155.07,511.53,105.89,226.56,546.88,0.23,40.57,99.97,168.71
"151","HPSI0614i-juzt_4",94.17,722.61,249.3,14.21,0.02,163.92,126.04,368.14,0.9,0.82,22.55,364.79,6.17,2.91,104.32,0.13,160.01,0.09,663.07,9120.79,704.62,3.25,343.67,172.12,0.3,0.09,122.27,400.99,299.17,6.13,30.06,603.46,9182.23,0.18,3014.6,406.64,1203.62,4.7,1223.84,1.98,9.03,123.84,256.27,1.58,5.43,1518.06,134.68,99.23,1914.24,0.11,0.9,5.31,0,2418.83,0.06,107.73,1.3,0.25,0.62,0.29,178.41,2.51,0,122.49,7.39,130.99,0.75,0.93,199.01,0.17,1603.45,39.32,716.11,9.91,110.87,291.89,1534.73,2.54,443.99,96.58,84.52,17.85,1.88,8.74,97.44,169.01,1.58,883.85,1.03,571.52,178.1,3853.65,310.2,112.23,184.13,737.8,0.4,36.05,77.31,67.93
"152","HPSI1213i-babk_2",64.41,617.09,372.71,28.14,0,120.57,62.15,376.76,0.51,0.11,1.26,39.27,0.75,2.28,159.8,0.03,112.86,0.08,771.33,3528.02,619.08,1.48,612.49,214.75,0.09,0.03,66.03,81.05,131.39,1.31,7.22,564.87,4226.18,0.14,2305.43,384.94,1303.47,1.74,1056.47,11.36,15.82,126.25,72.51,1.77,0.36,1625.82,98.39,99.82,1297.26,0,0.47,0.6,0.12,913.22,0,211.11,2.47,0.06,0.02,0.23,87.28,0.84,0,37.28,1.7,115.71,0.43,0.27,93.45,0.08,1191.01,79.93,1028.95,18.71,120.74,259.6,1068.26,0.98,543.31,162.78,139.75,3.06,0,2.62,94.48,132.48,1.7,360.97,0.72,495.68,238.17,3918.89,531.74,75.97,228.31,759.36,0.21,52.78,127.83,135.73
"153","HPSI1114i-ualf_6",107.74,1011.79,255.88,45.25,0,81.97,82.61,363.38,0.79,0.03,7.07,266.18,2.07,1.48,151.98,0.11,177.12,0,353.34,6070.75,592.63,1.67,353.45,307.53,0.1,0.11,113.92,309.97,205.1,10.29,32.43,733.21,2996.37,0.15,1446.57,384.05,732.93,2.94,1616.48,13.39,11.22,128.63,135.62,1.48,2.99,944.24,136.25,116.64,841.35,0.03,1.87,0.84,0,1683.33,0.07,110.76,1.81,0.3,0.52,3.69,54.38,2.5,0,32.8,1.86,154.91,0.88,0.2,189.44,0.11,531.24,161.33,852.79,23.21,104.24,160.36,856.5,1.93,490.52,103.88,131.6,6.78,0.28,3.98,93.7,182.53,1.45,541.36,1.27,207.72,198.69,4584.96,412.52,123.81,238.52,511.28,0.23,113.64,72.86,79.43
"154","HPSI1114i-zuuy_5",62.23,710.06,152.12,24.65,0.19,76.17,173.55,423.08,0.59,1.18,40.23,323.21,10.02,1.4,250.37,0.14,79.62,0.08,573.09,10525.8,404.13,4.41,324.01,189.31,0.23,0.12,110.21,599.27,215.4,6.38,45.3,522.24,2039.03,0,992.02,305.78,802.74,2.43,804.67,12.75,7.13,139.77,278.67,1.51,3.89,663.32,89.07,83.29,480.64,0.42,1.35,4.33,0.08,3115.71,0.12,181.34,4.49,0.35,0.24,4.82,45.92,4.28,1.88,22.3,36.17,106.69,1.93,0.84,134.73,1.48,329.05,87.34,895.84,63.33,118.84,205.64,979.26,3.37,926.7,112.02,124.94,5.11,0.23,3.9,151.61,221.82,1.26,1138.35,0.61,168.7,327.36,3301.12,335.4,126.6,188.73,674.28,0.25,71.84,93.64,257.81
"155","HPSI0214i-wibj_1",57.57,644.31,478.78,25.81,0,118.14,82.89,351.96,0.47,0.1,5.94,78.78,2.55,1.31,175.89,0.07,107.48,0.14,623.97,4747.73,669.68,1.54,362.5,186.94,0.19,0.11,157.02,230.72,125.59,1.66,18.21,562.31,2075.46,0,1243.25,325.24,1001.66,1.19,673.94,4.29,6.11,137.96,90.87,1.94,0.93,1157.07,112.5,103.66,812.91,0.09,0.53,0.51,0.08,800.1,0,232.34,2.16,0.07,0,1.06,92.17,1.58,0,115.56,0.94,150.39,0.92,1.25,222.24,0.26,582.15,52.8,888.06,10.98,141.68,186.43,991.43,2.15,534.84,182.51,176.14,2.38,0.28,1.24,103.23,123.91,1.17,408.52,0.27,253.08,212.88,2334.81,491.58,76.62,258.33,669.21,0.09,37.77,126.44,159.92
"156","HPSI1014i-bilx_2",46.32,505.45,253.94,42.21,0,244.58,67.68,359.67,0.33,0.02,2.73,100.61,2.08,1.09,97.05,0.15,101.18,0.25,535.29,5956.89,615.82,3.41,356.01,264.47,0.18,0.15,107.19,257.29,163.78,2.42,18.31,828.85,725.68,0,424.36,403.41,854.6,1.65,1235.7,3.53,4.5,238.27,123.33,1.1,3.01,387.2,92.08,57.19,247.93,0.08,0.84,1.43,0,1473.85,0.08,102.82,3.26,0.02,0,0.22,52.47,0.74,0,144.55,1.52,182.71,0.88,0.13,242.92,0.03,183.11,80.07,583.37,7.72,125.71,406.16,722.31,2.91,391.24,124.07,177.66,0.46,0,0.25,69.14,81.64,1.11,608.66,0.25,79.71,164.59,3697.57,284.13,106.92,250.22,571.45,0.13,73.08,97.24,87.28
"157","HPSI0314i-xagu_1",33.81,501.25,180.01,45.98,0.15,121.45,39.22,200.58,0.55,1.07,57,273.05,8.1,0.97,105.64,0.29,98.18,0.07,213.07,2766.65,485.12,96.86,277.37,145.55,0.71,0.23,64.98,152.52,208.03,5.54,37.57,603.98,1035.93,0,567.19,496.41,774.23,8.24,1331.22,6.1,5.34,210.01,66.98,1.81,10.69,460.02,70.49,47.68,307.29,0.52,1.03,8.84,0,751.68,0.1,122.87,3.15,0.09,0,1.79,52.87,6.6,0.65,25.44,22.06,94.72,2.33,5.05,164.24,0.72,254.08,37.02,891.91,15.55,133.68,454.29,1417.12,0.98,259.91,90.31,88.14,7.01,0,0.96,63.81,67.93,1.67,256.9,0.36,156.88,138.69,3584.77,186.84,81.58,233.6,664.51,0.24,101.2,86.08,66.93
"158","HPSI0215i-uiao_1",40.83,593.8,283.86,20.56,0,83.5,151.64,533.63,0.47,0,0.46,71.06,2.23,2.04,139.36,0.2,108.05,0.22,762.27,11306.2,613.86,1.39,367.12,113.52,0,0.14,95.64,633.88,309.18,1.04,10.91,518.37,3183.42,0.08,1581.62,277.45,850.91,2.11,833.06,45.43,10.62,225.81,250.99,2.7,1.2,956.77,104.77,89.26,817.37,0.02,0.5,0.29,0,3052.77,0,142.02,2.31,0.1,0.02,0.28,90.52,1.2,0,154.11,1.94,125.99,0.74,0.23,154.3,0.14,555.93,20.11,791.91,154.38,147.97,135.42,645.99,1.9,678.9,123.86,111.5,3.7,0,1.05,171.11,199.71,1.84,1022.73,0.76,238.27,303.63,3242.6,256.42,116.2,195.59,540.55,0.09,54.7,81.05,235.25
