"","X","RP1.273G13.1","AC016561.1","RP11.554L12.2","AC006499.7","OR2V2","OR7A17","POTED","FAM8A6P","RP11.413E6.2","AC140061.6","CRYGC","RP11.336F14.1","RP11.496I2.4","OR9G1","RP11.272K23.4","AC074008.1","RP11.393M18.1","AC008155.1","RP11.234P3.2","ABCD1P3","RP11.481H12.1","OR6C69P","SPINK14","CTD.2547E10.3","OR4A44P","RP11.324D17.1","CETN4P","TRIM64C","OR4A4P","RP11.588L15.1","RP11.533F5.2","RP11.438N5.2","AC011998.4","TRBV22OR9.2","RP11.347C12.8","RP11.748L13.2","AC018696.3","HMGN1P12","RP5.1121H13.1","RP11.158D2.1","RP11.814E24.1","HIGD1AP4","CTD.3216D2.4","MT1DP","AC096582.9","AC008171.1","RP3.419C19.2","TBC1D3B","LL22NC03.22A12.9","RP11.117L6.1","RP11.201O14.2","QRSL1P2","TMEM244","RPS17P1","OR8K3","RPS6P7","RPS8P6","SEPT7P7","TRAJ38","RP11.42D20.1","RP11.410C4.2","RP11.21C4.4","RP11.180I4.1","FAM90A19P","KLRC4","RP11.191A15.4","OR1L3","AC074290.1","RP11.244K5.7","RP11.16F15.4","RP5.837I24.5","AC104651.2","RP3.468K18.5","RPS7P13","RP11.428G5.1","RP11.731D1.3","CEACAMP11","CTB.179I1.2","AC093084.1","AC139712.1","RP11.665E10.3","NEU2","RP11.740N7.4","PNMA6B","HMGN1P28","HMGN2P22","RP11.129O7.2","AC007395.4","RP11.321E2.6","RP11.6B19.3","PRAMEF14","PPP1R26P3","RP11.61F5.1","RP11.809N8.6","TULP3P1","PHKBP1","RP11.777B9.5","RP11.740D6.3","HMGN2P10","RP11.56P9.4"
"147","HPSI0115i-paim_1",0.06,0,0,0,0,0.3,0,0,0,8.44,0.06,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.05,0.47,0.41,0,0,0,0,0,0,0.06,0,0,0,0,0,2121.94,0,0,0
"148","HPSI1213i-nusw_2",0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,3.65,0,0.32,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.38,0,0,0,0,0,0.98,0,0.46,0,0,0,0,0.25,0,0,0,0,0,3.05,0,0,0,0,0,0.22,0.32,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0.84,0.11,0,0,1.53,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,3908.01,0,0,0
"149","HPSI1113i-hayt_3",0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.18,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.03,0,0,0,0,0,1150.28,0,0,0
"150","HPSI0714i-jilk_4",0,0,0,0,0,1.92,0,0,0,0,0.06,0,0,0,0,0,1.85,0,0,0,0,0,0,0.6,0,0,0.34,0,0,0.27,0,0,0,0,0.35,0,0,1.3,0,0,0.35,0,0,0,0.14,0.61,0,0.17,0,0,11.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,2.76,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.13,0.15,0,0,0,0,0,0,0.01,0,0,0,0,0,3604.89,0,0,0
"151","HPSI0414i-oikd_5",0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.06,1.04,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.38,0,0,0,0.06,0.56,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.02,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2859.72,0,0,0
"152","HPSI0514i-lako_2",0,0,0,0,0,1.13,0,0,0,3.37,0.12,0,0,0,0,0,0.58,0,0,0,0,0,0,0.34,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.51,0,0,0,0,1.16,0,0.2,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1.36,0,0,0,0,0.07,0,0,0,0.07,0,0,0,1.71,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0.21,0,0,3549.18,0,0,0
"153","HPSI0614i-kegd_2",0,0,0,0,0,0.39,0,0,0,0,0.06,0,0,0,0,0,0,0.21,0,0,0,0,1.03,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0.07,0,0,0.28,0.02,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.43,0,0,3201.45,0,0,0
"154","HPSI1013i-garx_2",0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.19,0,0,0,0,0,0,0.08,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1900.04,0,0,0
"155","HPSI0115i-rakz_6",0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,1.25,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0.64,0,0.07,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.64,0,0,0,0,0,0,0.03,0,0,0,0,0,821.55,0,0,0
"156","HPSI0215i-oilg_3",0.06,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0.92,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.11,0.33,0,0,0,0,0,0.06,0,0,0,0,0,0,5434.11,0,0,0
"157","HPSI0314i-qonc_1",0.07,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.09,0,0,0,0,0.03,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1191.73,0,0,0
"158","HPSI0514i-lako_1",0.13,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0.28,0,0,0,0.07,1.94,0,0,0,0,6.96,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.15,0,0,1.99,0,0,0,0,1.76,0,0.12,0,0,0,0,0,0,0,0.17,0,0,0.24,0.03,0,2633.34,0,0,0
"159","HPSI0314i-wigw_2",0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0.59,0,0,0.31,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0.08,0,0,0.11,0,0.04,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.15,0.07,0,0,1.05,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.49,0,0,3731.53,0,0,0
"160","HPSI0714i-kute_5",0,0,0,0,0,0.2,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.31,0,0,3.24,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,1.08,0.08,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2899.27,0,0,0
"161","HPSI0514i-rutc_2",0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0.09,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.03,0.44,0,0,0,0.42,0,0,0,0,0,0,0.29,0,0,1750.9,0,0,0
"162","HPSI1213i-tolg_6",0,0,0,0,0,0.17,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.72,0.01,0,0.52,0,0,0,0,0,0,0.24,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,3.19,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.02,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,2970.9,0,0,0
"163","HPSI0614i-xubw_3",0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0.12,0.33,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.07,0.56,0,0,0,0,4.43,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.03,0,0,0,0,0,1120.88,0,0,0
"164","HPSI0913i-lise_1",0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.22,0,0,0,0.08,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.03,0,0,0,0,0,714.26,0,0,0
"165","HPSI1014i-roug_3",0,0,0,0,0,0.14,0,0.03,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.38,1,0,0,0.37,0,0,0,0.01,0,0,0,0,0,2976.53,0,0,0
"166","HPSI0514i-toco_5",0,0,0,0,0,0.15,0,0,0,2.35,0,0,0,0,0,0,0.58,0.2,0,0,0,0,0,0,0,0,1.06,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.2,0,0,0,0.31,0,0,0,0,0,0,0,0,0,1853.47,0,0,0
"167","HPSI0614i-uilk_2",0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0.26,0,0,0,0,0,0,0,1.9,0,0,0.21,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.08,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.03,0,0,0,0,0,4069.05,0,0,0.06
"168","HPSI1114i-xiby_4",0,0,0,0,0,0.18,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,1.25,0,0,0.7,0,0,0,0,0,0,0.07,0,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.06,0,0,0,0,0,980.31,0,0,0
"169","HPSI0914i-euts_3",0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0.08,0,0,0.54,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,3093,0,0,0
"170","HPSI0214i-giju_3",0.07,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.29,1.09,0.09,0,0,0,0,0.03,0.25,0,0,0,0.38,0,0,0,0.03,0,0,0,0,0,3607.95,0,0,0
"171","HPSI0314i-cuhk_2",0,0,0,0,0,0.06,0,0,0,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.2,0,0,0.32,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,3879.99,0,0,0
"172","HPSI0114i-fikt_3",0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2.43,0,0,0,0.12,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0.08,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,941.7,0,0,0
"173","HPSI0314i-qaqx_1",0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.21,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,2946.18,0,0,0
"174","HPSI0914i-jejf_3",0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.05,0,0,0,0,1.39,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.02,0.11,0,0,0,0,0,0,0,0.1,0,0,0,0,0,2189.83,0,0,0
"175","HPSI1014i-qayj_3",0.06,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0.14,0,0,1.11,0,0.13,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0.03,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,3090.97,0,0,0
"176","HPSI0414i-oikd_2",0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0.8,0,0,0,0.1,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0.07,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1.07,0.21,0,0,0.21,0,0,0.11,0,0,0,0,0,0,0,0.03,0,0,0,0,0,2738.98,0,0,0
"177","HPSI1013i-pamv_3",0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.13,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2379.4,0,0,0
"178","HPSI0715i-zaie_5",0,0,0,0,0,0.24,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0.46,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2180.71,0,0,0
"179","HPSI1014i-xejd_1",0,0,0,0,0,0.17,0,0,0,0,0.09,0,0,0,0,0,0,0.14,0,0,0.15,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.2,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.09,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0
"180","HPSI0115i-vazt_1",0,0,0,0,0.04,0.15,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0.24,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.09,0.08,0,0.29,0,0.17,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0.25,0,0,1564.06,0,0,0
"181","HPSI0115i-timk_4",0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0.17,0,0,0,0,0,0.81,0,0,0,0,0.1,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.07,0.1,0,0,0,0,0,0,0,0,0.37,0.35,0,0,0,0,0,0,0.02,0,0,0.18,0,0,620.74,0,0,0
"182","HPSI0914i-suop_5",0,0,0,0,0,0.18,0,0,0,1.73,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.08,0,0,0.19,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,1.5,0,0.39,0,0,0,0,0,0,0,0,0,0,0.26,0,0,2380.77,0,0,0
"183","HPSI0514i-xayd_4",0.1,0,0,0,0,0.16,0,0,0,2.98,0.04,0.02,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0.04,0,0,0,0,0,0.62,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.61,0,0,0,0,0,0,0,0,0,0,0,0,909.95,0,0,0
"184","HPSI0115i-gost_2",0.05,0,0,0,0,0.24,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0.05,0,0,0.13,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.76,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.01,0,0,0,0,2345.88,0,0,0
"185","HPSI0514i-kuco_5",0.21,0,0,0,0,0.3,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0.28,0,0.27,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.22,0.62,0,0,0,0,0,0,0.02,0,0,0.23,0,0,1459.22,0,0,0
"186","HPSI0514i-oekw_2",0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1.38,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.08,0,0,0,0,0,2482.05,0,0,0
"187","HPSI0814i-siqu_11",0,0,0,0,0,0.19,0,0,0,7.04,0,0,0.06,0,0,0,0,0,0.94,0,0,0,2.05,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0.12,0,0,0,0,0,0.84,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.22,0,0.51,0,0,0,0,0,0.1,0.42,0,0,0,0,0,0,0.02,0,0,0,0,0,2301.58,0,0,0
"188","HPSI0115i-iuad_2",0,0,0,0,0,0.17,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0.07,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.06,0,0,0.25,0,0,2655.28,0,0,0
"189","HPSI0714i-pipw_5",0.06,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0.42,0,0,0,0.06,0,0,0,0,0,0.91,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.07,0,0.24,0,0.31,0,0,0,0,0,0.21,0.83,0,0,0,0,0.06,0,0,0,0,0,0,0,1476.53,0,0,0
"190","HPSI0914i-qehq_7",0,0,0,0,0,0.33,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.28,0,0,0,0,0,1.36,0,0,0,0,0,0,0.07,0,0,0,0,0,2,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1801.67,0,0,0
"191","HPSI1013i-jogf_2",0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203.35,0,0,0
"192","HPSI0514i-tert_3",0,0,0,0,0,0.14,0,0,0,0,0.06,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.08,1.02,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,1.08,0,0,0,0,0,0,0.11,0,0,0,0,0,2318.37,0,0,0
"193","HPSI0514i-tert_1",0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.04,0,0.2,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.42,0.86,0,0,0,0,0,0,0,0,0,0,0,0,1030.82,0,0,0
"194","HPSI0115i-iiyk_2",0.06,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.05,1.29,0,0,0,0.11,0,0,0,0,0,0.72,0,0,0.28,0,0,0,0,0,0.06,0,1.34,0,0,0.25,0,0,0,0.15,0,0,0.13,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,1740.49,0,0,0
"195","HPSI0114i-zapk_2",0.06,0,0,0,0,0.56,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.98,0,0,0,0,0,0,0,0,0.06,1.65,0.7,0,0,0.26,0,0,0.74,0,0,0,0.15,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.02,0.51,0.76,0,0,0.69,0,0,0,0.03,0,0,0,0,0,4752.89,0,0,0
"196","HPSI0814i-bokz_6",0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342.58,0,0,0
"197","HPSI0115i-bimq_5",0,0,0,0,0,0.45,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.23,0.32,0,0,0.28,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,1,0,0,0,0,0,0,0.03,0,0,0.24,0,0,1496.87,0,0,0
"198","HPSI0414i-sebn_4",0,0,0,0,0,0.4,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0.07,0,0,0.1,0,0,6.14,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,1.02,0.25,0,0.08,0,0,0,0.11,0.4,0,0,1.06,0,0,0,0.08,0,0,0.48,0,0,3693.78,0,0,0
"199","HPSI1014i-bilx_1",0,0,0,0,0,0.13,0,0,0,3.16,0.06,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.24,0.76,0,0,0.36,0,0,0,0,0,0,0,0,0,2259.19,0,0,0
